ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,WARD PRECINCT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2601601-20180726,"2,601,601",8970,181,"COMPASS GROUP USA, INC.",HARRY'S CAFE,350 E SUPERIOR ST 1,CHICAGO,IL,60611,2,10,18,10-Feb,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2601601,ISSUE,6/4/18,7/12/18,6/15/18,N,7/26/18,8/15/20,7/26/18,7/26/18,AAI,,,41.89594187,-87.61853672,"(41.895941873282055, -87.61853671919962)"
2578704-20180727,"2,578,704",402246,2,"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,CHICAGO,IL,60601,42,,1,-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2578704,C_EXPA,1/30/18,5/9/18,5/9/18,N,7/27/18,6/15/20,7/27/18,7/27/18,AAI,,,41.88809629,-87.62517728,"(41.888096290381576, -87.62517727895694)"
2578701-20180727,"2,578,701",402246,2,"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,CHICAGO,IL,60601,42,,1,-42,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2578701,C_EXPA,1/30/18,5/9/18,6/5/18,N,7/27/18,6/15/20,7/27/18,7/27/18,AAI,,,41.88809629,-87.62517728,"(41.888096290381576, -87.62517727895694)"
2578699-20180727,"2,578,699",402246,2,"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,CHICAGO,IL,60601,42,,1,-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2578699,C_EXPA,1/30/18,5/9/18,5/9/18,N,7/27/18,6/15/20,7/27/18,7/27/18,AAI,,,41.88809629,-87.62517728,"(41.888096290381576, -87.62517727895694)"
2578706-20180727,"2,578,706",402246,2,"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,CHICAGO,IL,60601,42,,1,-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2578706,C_EXPA,1/30/18,5/9/18,5/9/18,N,7/27/18,6/15/20,7/27/18,7/27/18,AAI,,,41.88809629,-87.62517728,"(41.888096290381576, -87.62517727895694)"
2446246-20180716,"2,599,611",403667,1,"3335 HOSPITALITY, LLC",CODA DI VOLPE,3335 N SOUTHPORT AVE 1,CHICAGO,IL,60657,44,9,19,44-9,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2446246,RENEW,,5/15/18,7/27/18,N,7/16/18,7/15/20,7/27/18,7/27/18,AAI,,27,41.94261611,-87.66374808,"(41.9426161054227, -87.6637480783506)"
2397581-20180516,"2,587,648",388143,1,"WHISKEY BUSINESS, LLC",WHISKEY BUSINESS,1367 N MILWAUKEE AVE 1 & 2,CHICAGO,IL,60622,1,49,14,Jan-49,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2397581,RENEW,,3/15/18,7/27/18,N,5/16/18,1/15/20,7/27/18,7/27/18,AAI,,33,41.90676609,-87.67158921,"(41.906766092475834, -87.67158921165549)"
2487807-20180727,"2,487,807",15189,2,"FAB 4, INC.",TOBACCO ROAD,2249 N LINCOLN AVE 1-2,CHICAGO,IL,60614,43,29,18,43-29,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2487807,ISSUE,8/22/16,12/16/16,1/3/17,N,7/27/18,8/15/20,7/27/18,7/27/18,AAI,,35,41.92306778,-87.64522532,"(41.92306778137144, -87.64522532067684)"
2594631-20180702,"2,594,631",419847,1,SOME OFFICE LLC,CARDS AGAINST HUMANITY THEATER,1551 W HOMER ST 1,CHICAGO,IL,60642,2,20,14,20-Feb,1050,Public Place of Amusement,698 | 697,Live Theatrical and Other Live Cultural Performances Where Organization is Operating as an Incidental Use In a Building Primarily Used In The Conduct of Activities of a Not-For-Profit Organization | Live Theatrical and Other Live Cultural Performances,2594631,ISSUE,4/17/18,5/25/18,5/25/18,Y,7/2/18,7/15/20,7/2/18,7/2/18,AAI,,,41.91720864,-87.66683738,"(41.917208640170415, -87.66683738091312)"
2446368-20180516,"2,587,647",388143,1,"WHISKEY BUSINESS, LLC",WHISKEY BUSINESS,1367 N MILWAUKEE AVE 1 & 2,CHICAGO,IL,60622,1,49,14,Jan-49,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2446368,RENEW,,3/15/18,7/27/18,N,5/16/18,1/15/20,7/27/18,7/27/18,AAI,,33,41.90676609,-87.67158921,"(41.906766092475834, -87.67158921165549)"
2578705-20180727,"2,578,705",402246,2,"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,CHICAGO,IL,60601,42,,1,-42,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2578705,C_EXPA,1/30/18,5/9/18,5/9/18,N,7/27/18,6/15/20,7/27/18,7/27/18,AAI,,,41.88809629,-87.62517728,"(41.888096290381576, -87.62517727895694)"
2578707-20180727,"2,578,707",402246,2,"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,CHICAGO,IL,60601,42,,1,-42,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2578707,C_EXPA,1/30/18,5/9/18,5/9/18,N,7/27/18,6/15/20,7/27/18,7/27/18,AAI,,,41.88809629,-87.62517728,"(41.888096290381576, -87.62517727895694)"
2578708-20180727,"2,578,708",402246,2,"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,CHICAGO,IL,60601,42,,1,-42,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2578708,C_EXPA,1/30/18,5/9/18,5/9/18,N,7/27/18,6/15/20,7/27/18,7/27/18,AAI,,,41.88809629,-87.62517728,"(41.888096290381576, -87.62517727895694)"
2578700-20180727,"2,578,700",402246,2,"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,CHICAGO,IL,60601,42,,1,-42,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2578700,C_EXPA,1/30/18,5/9/18,5/9/18,N,7/27/18,6/15/20,7/27/18,7/27/18,AAI,,,41.88809629,-87.62517728,"(41.888096290381576, -87.62517727895694)"
2560317-20181019,"2,560,317",421949,1,"XSCAPE LEISURE, LLC",ESCAPE REALITY,158 W ERIE ST 1-3,CHICAGO,IL,60654,42,46,18,42-46,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2560317,ISSUE,9/29/17,10/3/17,10/3/17,Y,10/19/18,11/15/20,10/19/18,10/19/18,AAI,,,41.89410825,-87.63353221,"(41.89410824547626, -87.63353220823814)"
2340908-20181116,"2,623,296",15679,8,PONTIAC PRODUCE COMPANY,BIG STAR TO-GO,1537 N DAMEN AVE 1,CHICAGO,IL,60622,1,8,14,8-Jan,1481,Caterer's Liquor License,630,Catering of Liquor To Events,2340908,RENEW,,9/15/18,10/18/18,N,11/16/18,11/15/20,10/18/18,10/19/18,AAI,,33,41.90935147,-87.67728727,"(41.909351465538705, -87.67728726947297)"
1383986-20180916,"2,611,600",250547,1,"MUSIC AND DANCE THEATER CHICAGO, INC.",MUSIC AND DANCE THEATER CHICAGO,205 E RANDOLPH ST,CHICAGO,IL,60601,42,44,1,42-44,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1383986,RENEW,,7/15/18,7/27/18,N,9/16/18,9/15/20,7/27/18,7/30/18,AAI,,,41.88416697,-87.62211329,"(41.884166968108076, -87.6221132937816)"
2245719-20180916,"2,609,892",3206,4,"SCHERMERHORN CIGAR STORES, INC.",THE JUNCTION CHICAGO,225 S CANAL ST MEZZANINE,CHICAGO,IL,60606,42,12,1,42-12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2245719,RENEW,,7/15/18,7/27/18,N,9/16/18,9/15/20,7/27/18,7/30/18,AAI,,,41.87853128,-87.63942746,"(41.878531278353606, -87.63942745962717)"
2245721-20180916,"2,609,894",3206,6,"SCHERMERHORN CIGAR STORES, INC.",THE JUNCTIION CHICAGO,225 S CANAL ST MEZZANINE,CHICAGO,IL,60606,42,12,1,42-12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2245721,RENEW,,7/15/18,7/27/18,N,9/16/18,9/15/20,7/27/18,7/30/18,AAI,,,41.87853128,-87.63942746,"(41.878531278353606, -87.63942745962717)"
2457779-20180916,"2,614,280",389217,1,HANDCUT FOODS LLC,HANDCUT FOODS,1455 W WILLOW ST 1ST,CHICAGO,IL,60642,2,46,14,Feb-46,1481,Caterer's Liquor License,630,Catering of Liquor To Events,2457779,RENEW,,7/15/18,7/27/18,N,9/16/18,4/15/20,7/27/18,7/30/18,AAI,,,41.91393322,-87.6636915,"(41.91393322277531, -87.66369149841822)"
2245709-20180916,"2,609,891",3206,3,"SCHERMERHORN CIGAR STORES, INC.",THE JUNCTION CHICAGO,225 S CANAL ST MEZZANINE 3,CHICAGO,IL,60606,42,18,12,42-18,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2245709,RENEW,,7/15/18,7/27/18,N,9/16/18,9/15/20,7/27/18,7/30/18,AAI,,,41.87853128,-87.63942746,"(41.878531278353606, -87.63942745962717)"
2327130-20180916,"2,614,288",389925,1,"PL ENTERPRISESONE, INC.",BACINOS ITALIAN GRILL,248 W DIVERSEY DR 1,CHICAGO,IL,60657,44,7,19,44-7,1475,Consumption on Premises - Incidental Activity,638 | 994,Consumption of Liquor on Premises | Consumption of Liquor on Premises - Lakefront Venue,2327130,RENEW,,7/15/18,7/27/18,N,9/16/18,9/15/20,7/27/18,7/30/18,AAI,,,41.93298721,-87.63652894,"(41.93298721327045, -87.63652893636035)"
1470973-20180916,"2,610,887",62544,25,HYATT CORPORATION,NoMi,800 N MICHIGAN AVE,CHICAGO,IL,60611,42,48,18,42-48,1481,Caterer's Liquor License,630,Catering of Liquor To Events,1470973,RENEW,,7/15/18,7/27/18,N,9/16/18,9/15/20,7/27/18,7/30/18,AAI,,,41.89679057,-87.62438066,"(41.896790572038725, -87.62438065544357)"
1383987-20180916,"2,611,599",250547,1,"MUSIC AND DANCE THEATER CHICAGO, INC.",MUSIC AND DANCE THEATER CHICAGO,205 E RANDOLPH ST,CHICAGO,IL,60601,42,44,1,42-44,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1383987,RENEW,,7/15/18,7/27/18,N,9/16/18,9/15/20,7/27/18,7/30/18,AAI,,,41.88416697,-87.62211329,"(41.884166968108076, -87.6221132937816)"
2299459-20180916,"2,614,220",386962,1,LA RIPA OPERATIONS LLC,THE SOCIAL TABLE,819 W ARMITAGE AVE 1ST & 2ND,CHICAGO,IL,60614,43,3,18,43-3,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2299459,RENEW,,7/15/18,7/28/18,N,9/16/18,9/15/20,7/28/18,7/30/18,AAI,,,41.91805758,-87.64932457,"(41.918057576726284, -87.6493245677595)"
2549463-20180730,"2,549,463",419586,1,CFW 4535 LLC,THE WARBLER CHICAGO,4533-4535 N LINCOLN AVE 1,CHICAGO,IL,60625,47,45,19,47-45,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2549463,ISSUE,7/27/17,9/28/17,9/12/17,Y,7/30/18,8/15/20,7/30/18,7/30/18,AAI,,21,41.96412222,-87.68544588,"(41.96412222254028, -87.68544588152808)"
2523561-20180730,"2,523,561",62602,1,"MEDICI GALLERY AND COFFEE HOUSE, INC.",THE MEDICI,1327 E 57TH ST  1,CHICAGO,IL,60637,5,27,2,27-May,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2523561,ISSUE,4/11/17,12/7/17,7/27/17,N,7/30/18,8/15/20,7/30/18,7/30/18,AAI,,,41.79136503,-87.59370039,"(41.7913650295286, -87.5937003851426)"
2105-20180816,"2,603,105",24250,1,"2858 S. SPRINGFIELD, CORP.",2858 S SPRINGFIELD CORP,2858 S SPRINGFIELD AVE,CHICAGO,IL,60623,22,23,10,22-23,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2105,RENEW,,6/15/18,7/30/18,N,8/16/18,8/15/20,7/30/18,7/30/18,AAI,,,41.83885309,-87.72210803,"(41.83885308994117, -87.72210803105862)"
63193-20180916,"2,610,889",62544,25,HYATT CORPORATION,NoMi,800 N MICHIGAN AVE,CHICAGO,IL,60611,42,48,18,42-48,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,63193,RENEW,,7/15/18,7/27/18,N,9/16/18,9/15/20,7/27/18,7/30/18,AAI,,,41.89679057,-87.62438066,"(41.896790572038725, -87.62438065544357)"
63190-20180916,"2,610,883",62544,21,HYATT CORPORATION,PARK HYATT CHICAGO,800 N MICHIGAN AVE,CHICAGO,IL,60611,42,48,18,42-48,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,63190,RENEW,,7/15/18,7/27/18,N,9/16/18,9/15/20,7/27/18,7/30/18,AAI,,,41.89679057,-87.62438066,"(41.896790572038725, -87.62438065544357)"
2299460-20180916,"2,614,222",386962,1,LA RIPA OPERATIONS LLC,THE SOCIAL TABLE,819 W ARMITAGE AVE 1ST & 2ND,CHICAGO,IL,60614,43,3,18,43-3,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2299460,RENEW,,7/15/18,7/28/18,N,9/16/18,9/15/20,7/28/18,7/30/18,AAI,,,41.91805758,-87.64932457,"(41.918057576726284, -87.6493245677595)"
1816847-20180916,"2,612,679",315809,1,"SALEM ENTERPRISES, INC.",7-ELEVEN,180 N FRANKLIN ST,CHICAGO,IL,60606,42,9,1,42-9,1474,Package Goods,774,Retail Sales of Packaged Liquor,1816847,RENEW,,7/15/18,7/29/18,N,9/16/18,9/15/20,7/29/18,7/30/18,AAI,,,41.88533037,-87.63554786,"(41.885330374442276, -87.63554786221864)"
2600357-20180730,"2,600,357",419601,1,MCCB INC,MCCB,2138 S ARCHER AVE 1-2,CHICAGO,IL,60616,25,14,9,25-14,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2600357,ISSUE,5/15/18,6/8/18,5/30/18,N,7/30/18,8/15/20,7/30/18,7/30/18,AAI,,,41.85368164,-87.63339595,"(41.853681636731515, -87.63339594961039)"
2245720-20180916,"2,609,893",3206,5,"SCHERMERHORN CIGAR STORES, INC.",THE JUNCTION CHICAGO,225 S CANAL ST MEZZANINE,CHICAGO,IL,60606,42,12,1,42-12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2245720,RENEW,,7/15/18,7/27/18,N,9/16/18,9/15/20,7/27/18,7/30/18,AAI,,,41.87853128,-87.63942746,"(41.878531278353606, -87.63942745962717)"
63192-20180916,"2,610,888",62544,25,HYATT CORPORATION,NoMi,800 N MICHIGAN AVE,CHICAGO,IL,60611,42,48,18,42-48,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,63192,RENEW,,7/15/18,7/27/18,N,9/16/18,9/15/20,7/27/18,7/30/18,AAI,,,41.89679057,-87.62438066,"(41.896790572038725, -87.62438065544357)"
1422959-20180916,"2,611,598",250547,1,"MUSIC AND DANCE THEATER CHICAGO, INC.",MUSIC AND DANCE THEATER CHICAGO,205 E RANDOLPH ST,CHICAGO,IL,60601,42,44,1,42-44,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1422959,RENEW,,7/15/18,7/27/18,N,9/16/18,9/15/20,7/27/18,7/30/18,AAI,,,41.88416697,-87.62211329,"(41.884166968108076, -87.6221132937816)"
1649269-20180916,"2,612,147",298732,1,"35 EAST WACKER RESTAURANT, LLC",EMERALD LOOP BAR & GRILL,216 N WABASH AVE 1,CHICAGO,IL,60601,42,10,1,42-10,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1649269,RENEW,,7/15/18,7/29/18,N,9/16/18,9/15/20,7/29/18,7/30/18,AAI,,1,41.88621149,-87.62645226,"(41.88621148929766, -87.62645225955077)"
2354003-20180816,"2,606,718",392882,1,"1910 NORTH MILWAUKEE OPERATIONS, LLC",REMEDY,1910 N MILWAUKEE AVE,CHICAGO,IL,60647,32,31,14,32-31,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2354003,RENEW,,6/15/18,7/30/18,N,8/16/18,8/15/20,7/30/18,7/31/18,AAI,,33,41.91611143,-87.68653965,"(41.916111429177185, -87.68653965381526)"
2528738-20180731,"2,528,738",416351,1,SIREN RETAIL CORPORATION,PRINCI,1000-1002 W RANDOLPH ST 1,CHICAGO,IL,60607,27,16,12,27-16,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2528738,ISSUE,4/28/17,4/23/18,4/23/18,Y,7/31/18,8/15/20,7/31/18,7/31/18,AAI,,,41.88443497,-87.65216555,"(41.88443496492766, -87.6521655467081)"
2354004-20180816,"2,606,717",392882,1,"1910 NORTH MILWAUKEE OPERATIONS, LLC",REMEDY,1910 N MILWAUKEE AVE,CHICAGO,IL,60647,32,31,14,32-31,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2354004,RENEW,,6/15/18,7/30/18,N,8/16/18,8/15/20,7/30/18,7/31/18,AAI,,33,41.91611143,-87.68653965,"(41.916111429177185, -87.68653965381526)"
2099509-20180916,"2,613,831",362897,1,"DRINK AND INK, INC.",DRINK AND INK,4443 N BROADWAY  1ST,CHICAGO,IL,60640,46,47,19,46-47,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2099509,RENEW,,7/15/18,7/30/18,N,9/16/18,9/15/20,7/30/18,7/31/18,AAI,,34,41.96294111,-87.65573729,"(41.96294111380255, -87.65573729121013)"
1823682-20170316,"2,509,245",319267,1,"900 HOTEL VENTURE, LLC","900 HOTEL VENTURE, LLC / DBA FOUR SEASONS HOTEL CHICAGO",120 E DELAWARE PL 1,CHICAGO,IL,60611,42,61,18,42-61,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1823682,RENEW,,1/15/17,2/24/17,N,3/16/17,3/15/19,2/24/17,2/27/17,AAI,,,41.8993041,-87.62523649,"(41.89930409644498, -87.62523649147974)"
34397-20180716,"2,596,322",14839,1,"T AND T MEXICAN RESTAURANT, A CORPORATION",T & T MEXICAN RESTAURANT,8929 S COMMERCIAL AVE,CHICAGO,IL,60617,10,18,4,18-Oct,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,34397,RENEW,,5/15/18,7/11/18,N,7/16/18,7/15/20,7/11/18,7/31/18,AAI,,5,41.73284708,-87.55117614,"(41.732847079711306, -87.55117614380433)"
1543892-20180816,"2,604,426",283310,1,"LITTLE VILLAGE CONCESSIONS, LLC",CLUB VOLKAN,2501-2513 S KEDZIE AVE,CHICAGO,IL,60623,12,15,10,15-Dec,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1543892,RENEW,,6/15/18,7/27/18,N,8/16/18,8/15/20,7/27/18,7/31/18,AAI,,25,41.84624564,-87.70494537,"(41.846245643861586, -87.70494537233583)"
1543893-20180816,"2,604,427",283310,1,"LITTLE VILLAGE CONCESSIONS, LLC",CLUB VOLKAN,2501-2513 S KEDZIE AVE,CHICAGO,IL,60623,12,15,10,15-Dec,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1543893,RENEW,,6/15/18,7/27/18,N,8/16/18,8/15/20,7/27/18,7/31/18,AAI,,25,41.84624564,-87.70494537,"(41.846245643861586, -87.70494537233583)"
2595117-20180731,"2,595,117",45046,3,"NORTHAMERICAN CONCESSIONS, INC",ARAMI / WOODGRAIN,5700 S CICERO AVE SPACE 27-202 CONC A,CHICAGO,IL,60638,23,12,8,23-12,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2595117,ISSUE,4/24/18,7/20/18,6/15/18,N,7/31/18,8/15/20,7/31/18,7/31/18,AAI,,,41.78932932,-87.74164564,"(41.789329323265385, -87.74164564419637)"
529-20180816,"2,603,496",62491,1,MATTHEW WASHINGTON,WASH'S PLACE,4223 W MADISON ST 1ST,CHICAGO,IL,60624,28,11,11,28-11,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,529,RENEW,,6/15/18,7/31/18,N,8/16/18,8/15/20,7/31/18,7/31/18,AAI,,,41.88054624,-87.73153134,"(41.88054624098773, -87.73153134233262)"
2303851-20180716,"2,599,196",387105,1,"RESTAURANT ONE, LLC",BOHO BOHEMIAN HOUSE,11 W ILLINOIS ST 1,CHICAGO,IL,60654,42,25,18,42-25,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2303851,RENEW,,5/15/18,7/31/18,N,7/16/18,7/15/20,7/31/18,7/31/18,AAI,,,41.89074679,-87.62851094,"(41.8907467911109, -87.62851094403574)"
2595115-20180731,"2,595,115",45046,3,"NORTHAMERICAN CONCESSIONS, INC",ARAMI / WOODGRAIN,5700 S CICERO AVE SPACE 27-202 CONC A,CHICAGO,IL,60638,23,12,8,23-12,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2595115,ISSUE,4/24/18,7/30/18,6/15/18,N,7/31/18,8/15/20,7/31/18,7/31/18,AAI,,,41.78932932,-87.74164564,"(41.789329323265385, -87.74164564419637)"
1820469-20180816,"2,604,425",283310,1,"LITTLE VILLAGE CONCESSIONS, LLC",CLUB VOLKAN,2501-2513 S KEDZIE AVE,CHICAGO,IL,60623,12,15,10,15-Dec,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",1820469,RENEW,,6/15/18,7/27/18,N,8/16/18,8/15/20,7/27/18,7/31/18,AAI,,25,41.84624564,-87.70494537,"(41.846245643861586, -87.70494537233583)"
1914841-20170316,"2,509,241",319267,1,"900 HOTEL VENTURE, LLC","900 HOTEL VENTURE, LLC / DBA FOUR SEASONS HOTEL CHICAGO",120 E DELAWARE PL 1,CHICAGO,IL,60611,42,61,18,42-61,1481,Caterer's Liquor License,630,Catering of Liquor To Events,1914841,RENEW,,1/15/17,2/24/17,N,3/16/17,3/15/19,2/24/17,2/27/17,AAI,,,41.8993041,-87.62523649,"(41.89930409644498, -87.62523649147974)"
2600466-20180801,"2,600,466",427654,1,441 CLARK RESTAURANT LLC,BAR RAMONE,441 N CLARK ST,CHICAGO,IL,60654,42,32,18,42-32,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2600466,ISSUE,5/16/18,6/13/18,5/25/18,Y,8/1/18,8/15/20,8/1/18,8/1/18,AAI,,,41.89042506,-87.63094679,"(41.89042506371873, -87.6309467939866)"
49347-20180816,"2,602,815",17164,1,CLUB PARADISE,PARADISE CLUB,4300 W CERMAK RD,CHICAGO,IL,60623,24,58,10,24-58,1473,Not-For-Profit Club,639,"Consumption of Liquor on Premises, Not for Profit",49347,RENEW,,6/15/18,7/31/18,N,8/16/18,8/15/20,7/31/18,8/1/18,AAI,,,41.85154368,-87.73219983,"(41.851543684489044, -87.7321998316158)"
2458834-20180916,"2,614,818",405533,1,"SPIRITS BEER & WINE, LLC",SPIRITS BEVERAGE CENTER,8103-8107 S HALSTED ST,CHICAGO,IL,60620,21,2,6,21-2,1474,Package Goods,767 | 774,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Packaged Liquor,2458834,RENEW,,7/15/18,8/1/18,N,9/16/18,9/15/20,7/16/18,7/16/18,AAI,,,41.74685335,-87.6437821,"(41.74685334830197, -87.64378209636746)"
1119379-20180816,"2,602,822",17656,2,"CALABRESE & SONS, INC.",Zia's Trattoria,6695-6699 N NORTHWEST HWY,CHICAGO,IL,60631,41,5,16,41-5,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1119379,RENEW,,6/15/18,7/31/18,N,8/16/18,8/15/20,7/31/18,8/1/18,AAI,,,42.00274186,-87.81586896,"(42.002741862843784, -87.81586895792563)"
2289366-20180916,"2,610,184",12034,1,THE SKY-LINE CLUB,THE SKY - LINE CLUB,307 N MICHIGAN AVE  2400,CHICAGO,IL,60601,42,44,1,42-44,1473,Not-For-Profit Club,639,"Consumption of Liquor on Premises, Not for Profit",2289366,RENEW,,7/15/18,7/31/18,N,9/16/18,9/15/20,7/31/18,8/1/18,AAI,,,41.88700442,-87.62439466,"(41.88700442325107, -87.62439465711454)"
2528266-20180801,"2,528,266",416058,1,FUN HAUS LLC,FUNKENHAUSEN,1709 W CHICAGO AVE 1,CHICAGO,IL,60622,1,4,12,4-Jan,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2528266,ISSUE,4/20/17,6/28/18,4/27/18,Y,8/1/18,8/15/20,8/1/18,8/1/18,AAI,,29,41.89591707,-87.67010212,"(41.89591706642979, -87.67010212238176)"
2138372-20180816,"2,605,706",369686,1,CAZA MEZCAL VILLAGE MARKET LLC,MEZCALINA,333 E BENTON PL 1ST 100,CHICAGO,IL,60601,42,30,1,42-30,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2138372,RENEW,,6/15/18,7/25/18,N,8/16/18,8/15/20,7/25/18,8/1/18,AAI,,,41.88539005,-87.61898671,"(41.88539004666972, -87.61898671163952)"
2043525-20180816,"2,602,940",20209,2,"BIG DELICIOUS PLANET, INC.",BIG DELICIOUS PLANET,412 N WOLCOTT AVE 1,CHICAGO,IL,60622,27,27,12,27-27,1481,Caterer's Liquor License,630,Catering of Liquor To Events,2043525,RENEW,,6/15/18,8/1/18,N,8/16/18,8/15/20,8/1/18,8/1/18,AAI,,,41.88917016,-87.67456035,"(41.88917016211727, -87.67456035328065)"
29113-20180316,"2,576,193",85325,66,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #0092,1655 E 95TH ST,CHICAGO,IL,60617,7,36,4,Jul-36,1474,Package Goods,774 | 932,Retail Sales of Packaged Liquor | Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM,29113,RENEW,,1/15/18,3/2/18,N,3/16/18,3/15/20,3/2/18,3/9/18,AAI,,,41.7222632,-87.58291764,"(41.722263198133774, -87.58291763461929)"
2060821-20180816,"2,605,457",357213,1,"2826-30 ARMITAGE, INC.",THE MOZART,2826-2830 W ARMITAGE AVE 1,CHICAGO,IL,60647,1,36,14,Jan-36,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2060821,RENEW,,6/15/18,8/1/18,N,8/16/18,8/15/20,8/1/18,8/2/18,AAI,,,41.91758858,-87.69836276,"(41.91758857767914, -87.6983627585244)"
29110-20180316,"2,576,191",85325,65,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #4043,443 E 34TH ST,CHICAGO,IL,60616,4,52,2,Apr-52,1474,Package Goods,774 | 932,Retail Sales of Packaged Liquor | Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM,29110,RENEW,,1/15/18,3/2/18,N,3/16/18,3/15/20,3/2/18,3/9/18,AAI,,,41.83304474,-87.61461136,"(41.833044738178955, -87.61461136443168)"
